"";"X.cronica";"X.ensayo";"X.prensa";"X.redes"
"brindar";-0,3375;-1,4581;9,0385;-4,027
"brusco";-1,0463;6,0674;-1,327;-2,0644
"contabilizar";1,6367;-0,4456;0,8805;-1,9602
"eossoriocres";-0,8562;-1,976;-1,025;5,4065
"mero";-3,6853;23,5837;-2,8885;-9,4526
"140";0,6463;0,6095;0,2144;-1,2428
"perpetradores";0,7358;1,2234;-0,3526;-1,9002
"encender";1,2925;2,6053;-1,2698;-2,9316
"odiar";-17,9081;-2,3224;-20,9874;45,9545
"trigarante";-0,9276;-2,1407;9,7273;-2,4703
"abuelo";8,9224;-5,6727;-0,801;-0,2976
"patriotas";-0,7135;1,8452;-0,3526;-0,5982
"masacre";9,3611;-2,7418;0,5988;-4,1662
"ámbito";-4,3251;43,7673;-2,8959;-24,4514
"esforzar";-2,9421;23,3236;-5,5692;-7,4442
"tabú";-1,4564;2,4793;-0,8179;-0,4149
"único";1,176;1,121;-1,1952;-1,0381
"mal";-10,1568;9,2069;-22,5501;7,555
"final";-10,6301;8,1146;-12,6366;4,8797
"salario";3,4876;-1,077;1,5024;-3,3408
"aguja";-0,6597;0,2811;-0,2253;0,545
"hijade13";-0,7135;-1,6467;-0,8542;4,5054
"ejercer";0,4365;4,5774;1,2392;-9,6314
"peligro";-15,5023;132,6783;-11,3807;-61,5395
"alterno";1,0224;-1,1609;2,7054;-2,2803
"tecámac";63,7333;-13,3385;-5,6495;-15,3924
"divinidad";-0,3041;7,6797;-2,0501;-4,5606
"considerarse";-1,7839;10,781;-1,327;-4,7506
"tornar";-0,2626;4,4078;-1,6136;-2,0483
"comité";2,1281;-4,6077;8,687;-5,5285
"53";-0,9306;2,4793;1,7213;-4,8121
"caridad";-1,5698;7,9651;-0,6566;-4,1805
"consecutivo";-0,7135;-0,8977;3,3791;-0,5982
"latín";-0,767;4,94;-0,5523;-2,7221
"boric";-1,4984;-3,458;0,8015;3,069
"aquí";6,2069;17,9049;-14,9611;-11,5384
"dirigirse";0,9158;0,4056;0,3793;-1,5599
"felipe";9,5821;-0,7537;1,5741;-12,9961
"encarcelamiento";1,6037;-0,3515;0,8189;-2,2803
"vicepresidente";-2,0693;-4,7754;9,7288;-0,6043
"roque";-0,8562;4,5792;-0,4677;-2,2803
"aprovechamiento";0,2164;1,6039;0,3793;-2,4703
"proyectar";-1,5381;3,7259;1,9246;-5,6156
"llamada";22,8141;-2,2244;1,4259;-18,1961
"arrojar";5,0074;8,0007;-2,6922;-16,9038
"octubre";6,4952;-4,4538;9,2791;-11,6018
"canadá";-1,5766;-2,1487;15,3154;-5,1672
"modernización";-13,9153;81,3427;-8,2171;-37,0582
"bañar";0,9046;0,4818;-0,4533;-0,7486
"conde";0,9046;1,5246;-0,4533;-2,3838
"mariposa";-0,2902;-1,853;2,9523;-0,3927
"solís";0,2441;-4,2814;7,9172;-1,6618
"letrán";-0,7849;5,5101;-0,9396;-2,0902
"despierto";-0,4332;-2,6363;-0,9948;4,6379
"razonable";-0,713;5,4867;-0,9129;-2,5524
"remontar";0,3747;1,8932;0,4164;-3,2059
"denise";11,8338;-1,4649;-1,623;-3,6104
"complejidad";-1,0703;2,965;0,5638;-2,8503
"envidia";-5,8602;0,3823;-7,1856;8,7503
"avila";-0,9276;-2,1407;-1,1105;5,857
"otr";-0,4549;-2,3053;-1,1959;4,8842
"1516";-0,7135;5,0092;-0,8542;-1,9002
"finde";-0,7849;-1,8113;-0,9396;4,9559
"fondo";-0,6383;5,2288;3,6809;-13,0831
"adorar";-1,4984;0,2908;-1,0484;1,9183
"galván";7,5408;-2,7993;-0,1944;-2,2162
"aifa";-0,7849;-1,8113;-0,9396;4,9559
"racional";-3,6391;20,208;-2,4972;-8,229
"séptimo";0,7358;-0,2163;0,5874;-1,088
"distribución";-2,3898;6,6572;1,9036;-9,688
"contingente";1,0653;3,0004;-1,0484;-3,9905
"casals";-4,4954;-10,3743;-5,3816;28,385
"regañadiente";-1,7125;-0,7385;-2,0501;4,8202
"periferia";2,1013;0,701;-0,5277;-2,4703
"condición";-6,4573;84,9298;-1,7694;-64,7088
"barbaridad";-0,313;-1,028;-0,4093;1,8762
"martin";-0,7414;0,4147;0,9507;-0,5345
"frecuencia";-3,2877;17,5043;-0,3363;-11,8761
"sustantivar";4,3918;-0,2731;-0,5892;-2,6603
"tuit";-1,4945;-7,0808;-2,6583;14,483
"haberlo";-0,3347;0,4123;-0,2754;0,2584
"círculo";-0,9142;3,8891;-1,8068;-0,7758
"cancillería";0,8223;-2,3053;4,7889;-2,6603
"pr";-0,7849;-1,8113;-0,4093;3,6328
"epicentro";0,5802;-2,7227;8,1966;-4,3705
"pp";-21,9803;-50,7256;-19,2435;127,1408
"casilla";-1,0703;-0,9895;5,4054;-1,2389
"usar";1,0327;-46,8091;-1,9071;36,1168
"soviético";-0,933;1,1193;3,0228;-4,3705
"afianzar";-0,7135;1,2234;1,0645;-1,9002
"artista";-1,9724;-2,7103;9,4992;-0,8142
"rogelio";20,7329;-7,9042;0,456;-7,6843
"enunciar";-0,2902;5,6846;-1,4521;-3,2304
"margy";63,932;-12,8445;-6,6629;-14,8223
"rebasar";0,6149;-1,0807;6,2674;-5,3207
"helicóptero";3,1454;-1,1609;-0,1972;-0,8414
"po";-5,994;-13,8325;-0,6141;20,6265
"cruel";-10,374;-11,4972;-15,2891;53,5925
"etapa";-4,1245;-8,2361;0,7925;10,6388
"empeñar";0,7358;-0,4655;-0,3526;0,3027
"infamia";-0,2686;1,2234;-0,8542;-0,2993
"tuiter";8,8399;-2,7993;-1,4521;-1,0162
"herir";3,1566;-0,5013;1,1195;-3,5854
"miento";0,5034;-2,1407;0,7216;0,529
"botín";1,1939;0,789;0,2861;-2,8503
"capricho";-1,4271;2,668;-0,2929;-0,9569
"tenerles";-0,9276;-2,1407;-0,5277;4,4646
"guerrero";6,8676;-12,3711;20,0454;-13,5673
"presente";0,634;13,3257;4,5459;-39,8553
"panamá";-0,999;-1,4329;5,9021;-1,1028
"guerrera";1,9868;-0,8977;-0,3526;-0,2993
"olson";-1,7125;-3,952;17,9583;-4,5606
"invocación";-0,4063;3,9141;-0,5277;-2,4703
"velar";0,6463;0,3224;0,2144;-0,7172
"capitanich";-11,3461;-26,1841;-13,5827;71,6439
"neoliberalismo";0,7399;1,1806;0,2861;-2,8503
"ficticio";-0,313;1,0125;0,5063;-1,2428
"cívico";0,7358;0,4064;0,2549;-1,088
"activo";-1,2983;6,977;3,5869;-14,4617
"contradicción";-3,2655;36,1139;-5,0414;-18,4331
"morar";0,5262;-0,2882;-0,2614;-0,312
"moral";-5,0737;52,8254;-6,0346;-22,7687
"inmigrante";-3,9246;3,9078;-0,4786;-0,6972
"químico";-0,4567;11,357;-1,0557;-9,0125
"pecar";0,2777;0,7528;-0,8462;-0,2729
"prescindir";-1,213;8,5157;-1,4521;-3,2304
"prioridad";0,3941;-0,3065;3,9605;-3,8148
"gasolina";0,2411;-2,6124;0,9192;1,0712
"desfilar";0,7399;1,1806;0,2861;-2,8503
"pieroswift_";-0,7135;-1,6467;-0,8542;4,5054
"retorno";-2,9784;6,2916;2,836;-10,2393
"registrar";-0,8637;-23,6717;14,6779;2,6553
"presunto";0,3927;-2,7026;3,0613;-0,3575
"fertilidad";-1,0703;4,7916;-0,6518;-1,885
"totalitarios";-0,8562;3,4827;-0,4677;-1,4002
"ignacio";-10,6985;-33,3681;-6,6086;68,2326
"ascensor";-0,7135;1,8452;-0,8542;-0,2993
"autoridad";27,9557;-4,2106;27,6023;-65,8791
"troya";0,6463;2,2162;-0,9396;-2,0902
"reynosa";3,5682;-4,446;4,9334;-5,1307
"tiem";-0,9276;-2,1407;-0,5277;4,4646
"edomex";-2,7115;-6,2574;5,8891;1,0587
"barato";-0,713;0,6478;0,3485;-0,3325
"violador";7,5408;-2,7993;-0,1944;-2,2162
"arrastrar";-0,2736;5,4437;0,3243;-6,6922
"anteriormente";-1,0537;11,5133;-0,8069;-8,4109
"respectivamente";-0,2463;0,6318;2,585;-4,1805
"propósito";-4,7508;9,3968;1,2765;-7,2905
"infernal";-0,713;5,4867;-0,9129;-2,5524
"valenciano";-0,7135;-0,4655;-0,8542;2,2785
"tabaco";-1,4271;-0,2613;0,8805;0,3818
"escapar";0,6337;10,4562;-5,3233;-4,8222
"sigueme";-0,999;-2,3053;-1,1959;6,3075
"mondino";-2,3547;-5,4341;-2,8189;14,868
"oído";-0,6759;9,8618;-3,1967;-3,7494
"hermoso";-1,4349;0,2827;-4,7901;4,737
"okupación";-0,4063;-2,1407;-1,1105;4,4646
"personalizar";-0,9276;-0,7682;3,2497;-0,573
"denominar";-0,478;13,4153;-0,3008;-17,6729
"entrar";2,1031;-11,5991;-8,8532;18,2332
"asiento";2,0698;0,255;-0,8215;-0,7903
"grado";-1,3485;4,4961;4,6676;-11,8822
"ángel";15,0103;-1,7665;1,4697;-13,7642
"raquelwwe";-0,7135;-1,6467;-0,8542;4,5054
"apreciar";-1,5576;5,1313;0,6061;-4,3084
"ventaja";-1,3141;5,3036;0,6029;-4,9559
"abril";2,9756;-28,162;-2,5782;18,098
"abrir";9,6842;1,6625;0,8195;-17,0474
"peculiar";-0,4801;6,7937;-1,1172;-4,1805
"silla";11,3728;-2,282;-1,5397;-1,8094
"régimen";-8,3405;0,8487;5,0432;-0,8947
"recíproco";-1,0463;5,1948;-1,327;-1,5374
"bd12bcyxa5";-0,7135;-1,6467;-0,8542;4,5054
"reinado";-0,9276;5,0466;-0,5277;-2,4703
"recomendar";-0,4312;-0,444;3,0383;-1,4782
"miloj0ficial";-3,4964;-8,0688;-4,1856;22,077
"máscara";-0,5324;3,8421;-0,6328;-2,147
"am630";-2,2834;-5,2694;-2,7334;14,4174
"máquina";-0,4;1,3745;-0,6035;-0,5318
"reconversión";-1,4271;7,0461;-0,5523;-3,8005
"alimento";-1,2671;8,4087;1,8163;-14,1839
"grieta";-0,2902;0,5682;2,2682;-3,2304
"comunismo";-2,1406;-0,4433;-0,4455;2,2808
"retiro";-0,3486;-1,7397;4,3518;-0,8792
"inédito";1,4773;-0,4731;1,6751;-3,2304
"itumblr147";-3,4251;-7,9042;-4,1002;21,6264
"cariñoso";0,3361;-1,6467;-0,8542;2,2785
"etcétera";-0,6071;0,3382;2,2682;-1,5202
"ranchar";24,0218;-7,7395;-0,6162;-6,384
"espanto";-1,3881;12,9545;-1,8151;-6,4199
"pantelhó";-0,7849;-1,8113;8,2307;-2,0902
"__los";-3,4964;-8,0688;-4,1856;22,077
"10";4,0047;-28,4236;19,1663;-0,7749
"principalmente";-1,1682;0,6673;6,0521;-4,9073
"transnacionales";-0,8562;6,011;-1,025;-2,2803
"12";6,6107;-8,3896;29,3814;-23,6919
"henchir|hinchar";-0,8562;-0,3515;-1,025;2,2099
"bar";6,3001;-3,2597;1,9301;-4,009
"16";3,1246;-5,4543;31,3372;-26,2673
"f";-9,5919;-5,5503;-6,2874;29,586
"sonorense";2,8356;-1,6467;1,0645;-1,9002
"bordar";5,2243;-0,6629;-1,025;-1,4002
"jesusmedinae";-0,9276;-2,1407;-1,1105;5,857
"elaboración";1,4773;-0,4731;1,6751;-3,2304
"contaminante";-1,9266;9,0259;-1,4695;-3,0458
"progresar";0,2777;2,0339;-1,5376;-0,7486
"diosdado";-2,4261;-5,5987;-2,9043;15,3186
"araña";-1,3355;1,9404;-1,7489;0,4865
"ppalaveses";-0,8562;-1,976;-1,025;5,4065
"empobreció";-4,4241;-10,2096;-5,2961;27,9345
"betterzayn_";-5,0663;-11,6917;-6,065;31,9897
"subyace";-0,5554;4,2144;-1,3667;-1,3782
"caballo";-2,7191;7,8278;-0,4138;-3,4554
"abstracción";-0,8562;3,4827;-0,1972;-2,2803
"restante";0,6463;1,0125;0,2144;-2,0902
"pista";4,0284;-0,8585;1,5282;-4,5341
"cinismo";-0,8771;4,0559;-0,6566;-1,6524
"mexico";-1,2198;-4,6107;9,119;-0,7703
"coalicionsind";-1,1417;-2,6347;-1,3667;7,2086
"diferencia";-2,2543;25,8131;1,1351;-29,7312
"mancha";2,0698;0,6198;-0,4898;-2,0644
"sacramento";-2,0693;14,5269;-2,4772;-5,5107
"palacio";0,688;-9,3408;21,016;-4,9338
"gracioso";-0,8562;0,497;-1,025;1,0462
"huérfano";6,4973;-1,8427;0,2436;-2,2631
"candidato";-10,0762;-59,2372;27,5828;12,7643
"ambulancia";3,4964;-1,853;1,1725;-2,2162
"gustar";2,291;-37,5164;-6,8673;36,0421
"aéreo";-0,7877;0,7616;3,7644;-4,2823
"amarillo";-2,6734;-17,845;-9,9365;41,9939
"aportar";-0,2649;9,8428;0,4515;-14,6317
"niño";44,3538;-8,2348;7,0015;-28,6362
"oculto";-2,3676;4,4919;-0,8775;-0,894
"negar";1,8231;12,5996;-0,8634;-17,9886
"manual";-0,2751;2,8404;-2,3581;-0,7048
"sitiosvirales";-0,999;-2,3053;-1,1959;6,3075
"denso";-0,9616;-1,0728;-4,9544;6,6723
"bola";-0,9894;-0,7385;-0,7655;2,7402
"aumento";-4,6524;1,268;2,4245;-0,8305
"predicación";-1,2844;9,0166;-1,5376;-3,4204
"super";-3,7818;-5,3101;-0,8473;11,838
"violencia";89,1491;2,3606;-0,6853;-105,0187
"morder";-0,3665;-0,9042;-0,3067;1,3783
"doctrina";-2,332;14,9315;-1,8222;-6,3766
"carrasco";-0,9276;-2,1407;9,7273;-2,4703
"bolivia";-0,7352;-5,9281;11,8677;-1,531
"efectuar";0,2472;0,2331;2,5216;-2,5524
"praga";-0,7849;4,1146;-0,4093;-2,0902
"ggohannn";-1,3557;-3,1287;-1,623;8,5603
"apartado";-0,468;3,7536;0,3789;-4,2823
"tarde";41,0211;0,8476;-4,396;-26,4107
"vista";-4,969;33,4649;-0,2757;-25,5859
"holocausto";0,2499;0,497;1,3238;-2,2803
"hondureño";2,6302;-2,3053;2,2134;-2,6603
"arrebatar";1,6821;0,3207;0,9192;-3,2372
"tallar";-1,5698;1,6733;1,0842;-1,6524
"armar";22,8161;-4,6354;3,8897;-18,5456
"menos";-1,6775;43,8607;-0,4388;-37,582
"mili";102,6956;-20,2015;-12,2158;-20,9713
"1524";-0,8562;6,011;-1,025;-2,2803
"1525";-0,7135;5,0092;-0,8542;-1,9002
"elizabeth";2,4977;-2,5757;3,2292;-3,064
"jubilar";1,145;0,6095;-0,9396;-0,7172
"previo";5,0074;0,9822;1,2852;-12,4255
"dif";5,0288;-1,6467;0,2549;-1,9002
"eclipse";-1,7125;12,0222;-2,0501;-4,5606
"capitalismo";-4,5111;24,0042;-6,6987;-5,6278
"inspección";1,754;0,789;-0,3165;-2,8503
"clero";-2,2834;11,3052;-0,8179;-6,0808
"bighit";-2,3547;-5,4341;-2,8189;14,868
"alto";0,7399;-1,1258;16,8172;-11,5811
"instituto";3,7217;-8,2379;27,1234;-20,1315
"dió";-2,8261;-8,8922;-2,7077;19,1398
"realmente";-6,3634;7,4622;-4,7228;0,7794
"evaluar";-0,4801;0,6318;2,585;-3,064
"charolar";-0,7135;-1,6467;-0,8542;4,5054
"florencia";-2,3547;13,123;-1,2988;-6,2708
"franco";0,8643;-0,5369;2,7359;-2,7446
"peri";-0,7849;-1,8113;-0,9396;4,9559
"cuarto";24,4494;-3,8027;2,1403;-16,6563
"lorenzo";-0,2561;-0,6864;4,0384;-2,0499
"paisaje";2,6424;1,8723;-0,8687;-4,9895
"05junio";-1,0703;-2,47;-1,2813;6,7581
"facilitar";-0,744;4,5524;1,1638;-7,2488
"bandidosfrasess";-3,6391;-8,3982;-4,3565;22,9781
"acapulco";0,4871;-4,1167;9,4523;-3,5826
"escoger";0,9481;3,8421;-1,9384;-2,9502
"acostabogados";-1,1417;-2,6347;-1,3667;7,2086
"perú";-0,3544;0,3062;1,5804;-1,1778
"q";-214,0773;-Inf;-253,1376;Inf
"escopeta";7,2529;-2,1407;-1,1105;-0,9701
"gradual";0,3361;0,4064;1,0645;-1,9002
"graduar";1,4495;-0,428;-0,5277;-0,3124
"celular";28,7706;-1,3469;-2,4978;-11,0788
"tweets";-2,4974;-5,7634;-2,9897;15,7691
"filar";0,9909;0,5682;0,7614;-3,2304
"causalidad";-0,7849;5,5101;-0,9396;-2,0902
"fuerte";0,9238;-2,6103;-0,4299;1,7003
"gira";-1,3881;-0,4941;6,6118;-2,5566
"giro";-0,9035;4,8491;-0,5899;-2,4308
"cabra";-0,8562;2,599;-1,025;-0,4751
"tizzy_tolozaa";-5,1377;-11,8564;-6,1504;32,4403
"bombero";0,8223;-1,4329;1,5802;-0,6767
"montoya";-0,3041;-3,952;-0,7655;4,8202
"mila87723614";-0,999;-2,3053;-1,1959;6,3075
"departamento";2,0972;-0,721;3,1356;-4,7491
"fábrica";0,5242;4,1782;-0,2746;-6,8409
"california";1,3616;-9,2477;24,7945;-13,8721
"sabor";-0,8181;-0,5125;6,6281;-3,3003
"tigre";-2,3547;-1,5615;-0,3481;4,188
"apagar";-2,6734;-12,7192;-10,7929;36,6102
"ministro";-0,7479;-3,4057;15,9668;-3,8026
"habitación";8,0685;-0,9555;-2,437;-1,1246
"americano";0,2987;-0,4667;10,0058;-10,8316
"río";2,6148;-2,0012;34,4936;-42,7977
"negocio";5,5908;-2,5378;1,1597;-2,1953
"generacional";0,2894;0,6095;0,5063;-1,2428
"gminimi";-5,1377;-11,8564;-6,1504;32,4403
"número";-0,67;13,7295;6,75;-34,7382
"azúcar";2,1013;-0,7682;0,3793;-0,9701
"retroceso";3,3533;-0,3777;0,699;-3,8554
"normal";-3,6131;-1,0172;-8,4656;14,3856
"éxito";-30,1008;-6,9514;-11,8321;61,097
"nadine";13,9327;-2,7993;-1,4521;-3,2304
"acusación";-0,482;11,7915;-0,9585;-9,2845
"parroquia";-0,5777;11,3052;-2,7334;-6,0808
"disminución";-1,6979;1,4488;4,9508;-6,8409
"digno";0,2957;5,0425;-1,0054;-3,5685
"formulación";-1,213;6,9373;-0,7805;-3,2304
"redactor";0,2894;3,0574;-0,9396;-2,0902
"adolfo";3,0419;-3,1287;3,204;-3,6104
"preciso";-2,999;24,5521;-0,8361;-17,4312
"reliquia";-0,5554;5,2364;-0,7156;-3,0404
"campana";0,7186;2,2826;0,2955;-4,9406
"profundizar";-0,2561;-0,6864;2,4711;-0,8988
"lío";-0,7135;-0,4655;-0,8542;2,2785
"clasificar";1,904;0,4818;0,3927;-3,4204
"mediar";0,4246;13,498;-1,2405;-15,7725
"chupar";-0,4063;-1,296;-0,5277;2,5531
"buitresds3";-2,3547;-5,4341;-2,8189;14,868
"factura";-0,9306;-1,4613;3,2137;-0,2751
"consecución";-0,3589;0,8415;0,8189;-1,4002
"simplificar";-0,8562;1,2987;1,3238;-2,2803
"certeza";5,7044;3,2143;-1,0334;-11,871
"infección";-0,9894;-0,4855;5,8207;-2,5723
"originario";0,2582;0,4759;3,7624;-5,0206
"atrever";-0,9928;-0,605;-2,0184;3,6193
"empezar";6,6421;-9,1855;-10,3722;9,9608
"democrático";-4,6524;4,5796;4,4558;-6,278
"sucio";4,9961;-0,9457;-0,5079;-1,455
"escombro|escombros";0,2894;-0,2807;2,1825;-2,0902
"mara";0,2499;-1,976;-0,4677;2,2099
"mari";-0,4549;-1,4329;-0,5892;2,9044
"mark";-1,1417;0,4063;-0,3604;0,7726
"maru";-0,5554;-2,6347;10,0992;-3,0404
"aesquinca";-0,9276;-2,1407;-1,1105;5,857
"aterrorizar";-0,8347;3,4703;-1,1143;-0,9432
"mary";-1,2844;9,0166;-1,5376;-3,4204
"industria";-1,1037;4,7783;0,5023;-4,9406
"hdp";-1,7839;-4,1167;-2,1355;11,2636
"evidenciar";1,8608;0,528;0,3891;-2,315
"pas";-4,5668;-6,017;-3,4249;19,3726
"doctor";8,231;-1,9593;0,7617;-4,1621
"tour";-1,4271;-1,0829;-0,5523;3,4401
"sedentarismo";-2,1406;-4,94;-1,1143;10,3403
"pan";-5,6261;-2,0218;36,375;-10,8425
"utilización";-0,8218;1,871;1,6363;-3,9905
"ligereza";-4,9949;-8,7893;-3,8645;24,5201
"abstener";-0,9894;-0,3026;-2,0501;2,7402
"espada";-1,0123;15,0981;-4,3565;-6,105
"paras";-0,2686;-1,6467;-0,8542;3,2216
"parar";0,3106;1,6927;-2,437;-0,3065
"aprendizajes";0,2894;-1,8113;5,1459;-2,0902
"doctorar";0,7358;-0,2163;0,5874;-1,088
"mor";-1,7125;-2,8705;-0,2455;4,8202
"socialdemócrata";-1,3557;-1,4649;10,6477;-3,6104
"suizo";-1,7839;8,1263;-0,4898;-4,7506
"manchar";1,2873;0,4064;0,2549;-1,9002
"equipar";-1,0703;2,2596;0,2861;-1,2389
"criticar";-3,3746;-2,3753;0,6469;4,4626
"disposición";-0,8407;5,3798;3,265;-13,5912
"simpatizante";-0,4398;-3,458;5,9625;-0,7226
"proyección";-0,2463;4,0559;-0,3672;-4,1805
"brillosos";-3,5678;-8,2335;-4,2711;22,5276
"notable";-0,8605;4,5304;-0,5523;-2,3066
"descontrol";-0,7135;1,2234;-0,3526;-0,2993
"lector";-9,692;-16,1265;-5,6226;47,1081
"practicar";-0,7171;11,7425;-0,8949;-8,9975
"contagios";-6,0653;-9,9768;54,6438;-14,4744
"empresa";-1,9613;7,9434;11,8029;-28,2089
"cirino";13,9327;-2,7993;-1,4521;-3,2304
"acaso";-1,8328;2,2538;-3,6756;1,1765
"ortiz";2,3496;-4,446;4,1958;-2,3487
"proximidad";-1,4984;7,5047;-0,6039;-3,9905
"decisivo";-3,8532;11,4208;-1,2018;-3,7104
"lópez";4,4038;-66,8701;143,3245;-57,9678
"sacrificio";-1,3141;14,2243;-1,7766;-7,8657
"transformarse";-0,8218;8,8515;-1,7938;-3,9905
"1590";-1,1417;8,0148;-1,3667;-3,0404
"ampliación";-0,5214;3,0328;0,6647;-4,3705
"adriana";-0,3041;-3,952;9,9916;-2,5723
"ejecutar";2,2326;2,1532;0,618;-9,1383
"huésped";-0,2902;1,2617;1,1725;-3,2304
"farmacéutico";-1,8552;-0,6191;5,2069;-1,2264
"diablo";-3,6353;40,5421;-13,6864;-10,9689
"pago";3,8084;-3,0738;8,8448;-9,9985
"claramente";-2,889;18,5918;-3,2339;-6,2281
"boogeyman";-1,4271;-3,2933;-1,7084;9,0108
"casto";-1,6074;2,6596;-0,3277;-0,8883
"describir";0,5497;16,0795;-1,5364;-16,3044
"viajar";5,4038;-4,5793;4,7585;-3,976
"sarabia";-13,7472;-35,4073;-16,6881;91,9957
"híbrido";-0,2686;-0,2163;1,6857;-1,088
"traducción";-2,0693;11,2315;-2,4772;-3,3669
"uruguay";-2,3547;-5,4341;18,9582;-3,2372
"pueblo";2,249;-4,2701;-3,274;4,9433
"_ryo_hermoso";-1,2844;-2,964;-1,5376;8,1097
"villavicencio";-1,822;-8,0688;-4,1856;18,4755
"marginal";-0,6947;8,3008;-0,9729;-5,3453
"molestar";1,1571;-1,2754;-0,9014;1,0139
"dias";-1,213;-2,7993;0,4427;3,1704
"exportar";0,2164;-0,2168;2,4422;-2,4703
"decena";8,8998;-3,1125;4,4447;-11,7062
"curar";1,2806;1,8673;-2,2794;-1,375
"monopolio";-2,0675;17,4218;-2,5821;-7,9811
"precipicio";1,7808;0,3224;-0,4093;-1,2428
"biográfico";-1,4271;10,0185;-1,7084;-3,8005
"torre";3,4558;-2,1479;8,418;-9,9253
"particular";-0,981;41,5849;-1,7929;-42,1704
"sacal";8,1957;-1,6467;-0,8542;-1,9002
"sarcasmo";-2,3547;-3,3253;-1,9065;10,3262
"sacar";11,5147;-8,9985;-6,2326;3,6663
"ps";-1,0703;-2,47;-0,6518;5,3059
"anexo";8,3056;-2,6363;0,9507;-5,3207
"amistad";-3,0095;26,0636;-7,897;-6,4551
"j";-6,036;20,1785;-3,3549;-4,7085
"expectativa";-0,5883;12,7233;-0,8189;-10,8808
"gozar";-0,4549;7,4486;-0,4332;-6,8231
"pq";-19,7677;-45,6193;-23,6643;124,8253
"distribuir";-0,9912;1,0881;5,0243;-6,5999
"antemano";-0,5777;9,0077;-1,8328;-4,8121
"supervivencia";-2,8;24,4131;-3,5708;-10,971
"victorfyt";-4,4241;-10,2096;-5,2961;27,9345
"inagotable";-0,767;5,9191;-1,7084;-1,9602
"hábil";-0,4398;-0,3115;5,0459;-3,9905
"aldea";-3,7105;22,2457;-3,3519;-8,4109
"imposibilidad";-1,7125;5,6609;-0,7655;-1,925
"competición";-0,9276;1,6039;-1,1105;0,2899
"porte";-0,313;2,2162;0,2144;-2,0902
"out";0,2499;-1,1609;-1,025;2,2099
"difunto";-2,332;20,6931;-2,3431;-11,0216
"parlamentario";-1,1165;1,2611;5,0634;-6,2019
"mental";-10,613;-9,6784;9,6053;5,0998
"teléfono";32,959;-8,7547;0,4439;-11,1352
"descontento";-0,3589;0,497;1,3238;-1,4002
"rutina";1,7616;1,3062;0,2562;-3,9788
"quince";0,9881;2,5662;-0,5781;-3,9314
"pibe";-0,9276;-2,1407;-1,1105;5,857
"designar";-0,3597;4,8394;0,8573;-8,593
"estadunidense";-1,4271;-3,2933;14,9651;-3,8005
"secretario";12,2292;-31,3527;52,1499;-37,1914
"piloto";0,2499;-0,3515;0,4377;-0,2437
"sitiar";-0,313;4,1146;-0,9396;-2,0902
"claudia";0,4342;-20,914;36,2377;-7,1604
"exento";0,2164;2,23;-0,2348;-2,4703
"públicamente";0,4496;4,1586;-0,9817;-3,3024
"favorable";-1,2784;5,1269;0,6004;-5,5107
"evidentemente";-0,7171;15,8038;-2,7924;-8,9975
"maltrato";-1,3967;-1,8088;1,8296;1,0216
"inquietantes";-0,9276;6,512;-1,1105;-2,4703
"_______";-3,4251;-6,5399;-4,1002;19,6797
"parar|parir";-0,8218;-1,7151;-1,0484;4,5879
"socializar";-0,2686;-0,8977;0,5874;0,5881
"discriminación";1,5731;-0,5663;2,2485;-3,446
"victimarios";1,7808;-1,8113;1,4904;-1,2428
"mediano";-0,5046;-0,5959;4,3881;-1,885
"gabinete";11,4005;-5,3327;3,0487;-8,4721
"nube";1,4943;0,7447;-1,6513;-0,6972
"comedor";2,311;-0,3515;0,4377;-2,2803
"elaborar";1,1968;0,5338;3,0306;-6,8231
"carne";1,863;3,3499;-4,1725;-2,1586
"fino";0,5262;4,084;-0,7189;-4,4585
"Organización del tratado del Atlántico Norte";-0,7849;-1,028;0,2144;1,8762
"taboada";-0,9276;-2,1407;1,7534;0,8637
"riñón";0,2894;0,3224;1,4904;-2,0902
"ansiedad";-34,8396;-15,6849;113,2184;-11,0171
"depender";-3,3094;10,6601;0,7087;-7,574
"mérida";-0,7849;-1,8113;5,1459;-0,7172
"introducción";-0,713;5,4867;-0,5021;-3,6104
"humanitario";-0,8218;-1,1893;6,9655;-2,1108
"burgués";-1,0787;12,6895;-2,9897;-5,3453
"esencial";-6,9417;38,204;-1,8136;-21,6567
"franciscano";-1,1417;8,0148;-1,3667;-3,0404
"vino";1,8162;0,7433;3,322;-9,3771
"respectar";-0,8562;4,5792;-0,4677;-2,2803
"jurisdicción";-0,2236;0,4875;2,0123;-2,8503
"burguesa";-0,4063;5,0466;-1,1105;-2,4703
"trasfondo";-1,1615;10,2918;-1,4695;-5,1307
"estación";1,8909;1,1482;2,1207;-10,2393
"apuesta";-1,7256;2,3918;1,6392;-2,8794
"lucha";1,4708;1,3783;-2,7844;-0,6847
"andar";4,6232;-28,5416;-9,7654;24,6228
"pm";-0,2686;-1,6467;1,6857;0,3027
"pila";2,4178;-0,5959;-0,3165;-0,7854
"vivible";-0,999;7,0129;-1,1959;-2,6603
"paradoja";-0,3665;4,0502;-1,398;-1,6618
"entusiasmar";0,7358;0,749;-0,3526;-1,088
"exportación";-1,3557;-0,9792;7,9532;-2,5524
"ruptura";-0,4292;7,6353;-0,6679;-6,5999
